State,District,Latitude,Longitude,District code,Population,Male,Female,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Ownership_Owned_Households,Ownership_Rented_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,sex_ratio,literacy_rate,Male_literacy_rate,Female_literacy_rate
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,295188,10440,1132785,96092,33192,258,151,279,64,303114,4416,138960,250163,243773,203450,103908,99082,28166,627880,377118,257116,287483,34994,247478,27515,2565,2918,288,65,102.0,75.0,80.0,70.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,525063,46720,2294369,91636,66987,232,157,7898,110,549077,6445,203879,442688,423135,343955,174560,158041,36454,1301347,683904,477668,536269,47934,422698,77068,8445,9562,968,149,99.0,66.0,74.0,58.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,391955,136415,3397857,414760,111390,676,438,3514,251,865913,20623,191963,721473,719731,641585,311434,308514,71127,2096113,1116437,720713,764911,144061,681392,113434,12677,14378,1470,231,101.0,70.0,77.0,64.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,208702,35298,1822626,47838,67405,245,87,98,75,505950,10219,163264,398670,317054,230321,138306,167506,35156,987538,575006,378174,379629,149739,410503,36597,2872,3150,239,39,101.0,72.0,79.0,66.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,42201,2870,307120,8256,22940,175,39120,85,206,46875,273,64515,84516,74015,21430,9157,6425,890,232286,95548,50269,77969,2897,64944,7774,781,895,96,18,94.0,73.0,78.0,68.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,43977,7088,507967,105737,44062,151,34717,307,70,81601,997,129329,179547,158211,47160,22720,18419,3736,414878,178608,100274,134974,8213,114600,14151,1552,1775,189,34,97.0,75.0,78.0,72.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,111332,6375,736015,49258,39258,245,49420,106,808,133744,948,129846,223185,204201,70173,31690,26870,5160,505558,236676,133424,196002,6427,159386,20294,1874,2033,141,18,96.0,74.0,78.0,69.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,156108,25163,1512801,152791,53622,499,2128,362,430,314567,6394,248343,421485,451563,156277,88122,85405,13478,940424,499719,284637,365266,29156,308619,43403,5160,5843,587,96,96.0,79.0,82.0,75.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,234455,94184,3922718,411313,10076,12057,4049,21508,384,536402,27183,600839,904836,647340,450571,317618,199395,20781,2871903,991255,547873,626023,37112,435000,125466,42054,57706,11564,4088,87.0,61.0,68.0,52.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,267197,78566,2904140,729283,7635,5875,2582,2805,91,268120,13634,456870,491605,443958,334738,216997,172585,20498,2378289,787408,472667,564776,33059,408582,102536,31779,41901,7706,2416,88.0,57.0,66.0,47.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,541146,185877,5102041,796756,13782,4377,4391,2247,305,391542,24122,823863,934881,738076,596615,502826,428871,36764,3764404,1335224,818137,853641,34772,549894,179798,61206,91505,20425,9874,90.0,62.0,70.0,52.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,301120,58520,1985654,401678,2536,869,1817,235,33,99581,2509,342667,392873,353570,247028,172872,194387,15458,1499494,515229,367234,357876,4387,206450,82674,31457,46756,10338,4961,98.0,62.0,70.0,54.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,151727,12533,1273546,101963,1004,371,332,228,444,65479,2404,133123,291837,282449,168866,101542,79012,6531,856336,320763,202054,240103,6104,170264,41165,9720,12540,2204,616,86.0,67.0,74.0,60.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,2285004,2328909,452055,115991,3878626,718692,3810,719,5652,183,226,183381,6652,831966,1344726,879745,489060,312571,158303,8087,2930243,965876,699954,647550,7850,330071,168352,71109,110081,25639,13333,102.0,60.0,68.0,52.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,74500,20347,917474,364583,1840,483,161,16139,25,119121,2989,139646,272939,215070,132197,79475,44164,3730,817140,283276,194548,196311,6261,128531,42886,13858,18280,3322,1100,86.0,61.0,70.0,51.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,482897,37965,2291892,1169330,6400,8212,2793,1177,38,85814,2681,447648,493760,215939,104762,65106,47690,7028,2275746,754346,446242,582513,7619,403826,96648,26960,37809,7903,2946,89.0,40.0,48.0,32.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,384432,72194,3004240,213440,4463,892,1595,233,64,119972,4672,436021,515010,443440,409484,323582,200434,20283,1975934,724362,502628,472507,5795,256651,118486,47236,73448,17231,8981,94.0,61.0,69.0,51.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,328768,29916,1333242,805975,3228,900,1866,198,87,57400,1551,379253,227932,122911,65516,40633,37109,2777,1415213,442339,283947,314737,4279,181378,69285,26229,40851,9626,4996,93.0,40.0,49.0,31.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,273458,19098,1637549,157612,1367,231,168,916,50,73522,1655,325773,415195,249238,114783,61702,63112,5728,1120432,408527,265310,312553,6773,216154,54436,14711,19761,3821,1229,86.0,56.0,65.0,45.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,421973,77235,2505444,737106,4857,2090,1553,3016,211,108116,3159,533140,420824,350564,197780,132332,113799,12281,2043335,709494,445269,554258,8736,376659,91916,23021,30817,5792,2004,91.0,52.0,59.0,44.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,326376,131699,2830768,1536534,14822,28187,4371,931,339,272830,15164,717585,641251,442110,272840,172554,146446,16806,2893965,952233,514141,698240,36162,532465,112948,26162,34599,6426,2011,89.0,49.0,57.0,41.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,282260,36856,2082976,364510,3493,900,9753,107,99,108101,3423,470355,349221,324085,211477,162961,143642,13030,1574037,519265,363891,372178,5089,211665,86134,32142,47969,10859,4968,96.0,57.0,65.0,47.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,311489,52549,2032081,1585210,6184,50624,1736,2134,41,268353,7303,498971,827447,549594,255028,159528,148185,14658,2404576,786305,450186,604085,17110,464666,89161,19263,24558,4131,1164,92.0,58.0,65.0,51.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,241137,65937,2707195,777407,4088,2765,669,1572,86,223922,7865,443641,540754,475146,338138,217882,151182,17796,2246254,753949,472808,549364,26299,387654,104872,31428,41142,7515,2199,90.0,58.0,68.0,47.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,248674,58552,1727869,215081,2153,1389,340,100,1175,99602,3492,295979,367768,276638,196240,135962,88299,7586,1222695,437000,287767,283240,9071,164090,68585,27671,42299,9715,4913,92.0,60.0,69.0,51.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,150695,12555,955372,34559,693,63,101,285,27,41046,827,168472,174106,124256,69641,40266,35826,3660,638046,214228,136669,162755,3009,108770,30004,8290,11257,2248,719,88.0,54.0,63.0,43.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,291016,50418,2730957,358539,3626,818,1182,209,146,150001,4469,602403,473097,449571,372031,277548,194341,23334,1946336,664708,481219,463312,6074,244457,118348,50948,79868,18894,10026,102.0,60.0,70.0,51.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,131779,28396,1611126,146346,2464,708,2887,5671,18,69591,2635,238019,214091,201984,178434,119665,88607,8092,1149372,383707,237427,280646,6907,191936,53726,15420,20684,3998,1266,87.0,59.0,68.0,49.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,158026,20803,1457892,113961,1362,1045,1733,3917,94,113098,2964,171216,292852,298700,195192,121283,118571,13400,979633,362026,237786,261034,10690,178289,50264,13365,17505,3190,950,87.0,67.0,74.0,60.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,272734,43505,2094271,365806,3225,1912,737,358,185,127754,4746,356093,361114,347114,231129,176303,179996,18947,1534832,543148,367332,403711,10253,252763,83756,25796,35595,7160,2639,96.0,59.0,67.0,51.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,135679,43528,1596278,276846,3137,3160,3161,487,100,88081,2624,270550,330084,257279,184298,115069,110391,9368,1224584,411153,246795,294748,9374,204757,51502,14583,19744,3878,1283,87.0,58.0,65.0,50.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,425366,51555,2274674,350700,2201,402,172,199,47,75263,3385,409875,463642,376472,227119,134445,116445,10212,1624830,603831,395547,460648,8349,314716,80304,18567,24098,4235,1296,90.0,57.0,66.0,48.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,150221,59942,2140745,314812,3370,1804,3395,19077,61,196080,5834,324525,416295,368905,277163,166249,108627,11313,1621154,543730,312689,379586,28917,280279,72369,19461,26174,5097,1616,88.0,61.0,68.0,52.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,890214,757901,48845,35400,1394025,215500,7366,9261,895,4518,91,257586,53181,201277,330623,283031,218587,194796,101645,5058,1015648,402967,188862,219857,87751,220613,42710,12235,16091,2888,968,85.0,68.0,75.0,60.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,123680,83672,3414427,1186776,19026,23001,3487,16412,265,695130,78116,534606,858286,797473,597661,475439,255949,26399,2891069,1139871,559963,672322,140034,581289,133968,33996,43787,7509,2282,88.0,67.0,73.0,60.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,435934,68254,3233790,368153,4181,810,3145,213,184,105767,5309,566504,691057,563310,449909,334003,186306,12795,2234593,774130,556273,514080,5915,268989,129252,54760,84572,19787,10025,95.0,61.0,70.0,51.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,431532,65299,2739076,678615,4735,1893,649,338,57,104084,4313,678171,425584,305644,192664,144067,118176,8722,2223078,734903,464584,521253,9886,303072,116129,43205,64383,14623,6555,92.0,49.0,58.0,39.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,454931,82965,4009037,403847,9662,2123,2848,460,207,296619,14597,873031,618398,560246,425913,316166,273903,36253,2755630,992114,659677,666811,22177,392621,157629,60398,90919,20692,9829,95.0,61.0,70.0,51.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,406830,59649,3508131,556219,5822,5688,6671,446,98,95508,3845,741817,906861,510507,247265,138583,103523,9048,2598364,905306,559988,697057,7613,472076,120921,31633,42033,8035,2365,87.0,54.0,63.0,45.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,243035,26109,1509708,171581,1148,463,2875,256,145,104176,2217,169207,327534,282919,167911,104699,106888,10399,1002817,410090,274954,276057,9057,170673,65432,20490,26905,4837,1578,87.0,64.0,72.0,54.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,436792,88404,3981502,483750,4947,1286,7898,349,114,181467,8002,665376,939616,769693,520111,353996,256398,25909,2826453,927026,689979,653913,8271,321922,168722,75638,121720,29276,16806,102.0,61.0,70.0,51.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,248072,48648,1823930,147842,7050,4951,1203,7328,311,183340,8517,184997,370685,341371,186348,99814,92586,11783,1171301,510728,308331,326556,25466,223646,72987,21485,27675,4792,1398,89.0,65.0,74.0,55.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,131877,31600,1075440,750368,5952,5295,189,517,21,89329,2825,251669,352835,230640,161282,164763,69522,3021,1227283,391275,215849,300111,10385,229798,48312,10196,12760,2041,523,91.0,53.0,62.0,44.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,129517,51330,1375788,273967,1263,504,2033,606,65,61491,2488,237853,283674,263749,175582,107628,95072,7194,1069916,361028,223535,268151,6646,186544,43298,11331,14941,2745,865,88.0,61.0,68.0,53.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,234069,20783,1612968,176327,1300,478,819,155,103,49753,2682,235341,344866,341845,223529,157167,97740,5930,1100820,415918,276272,320512,6125,225671,54270,11525,14806,2502,779,86.0,65.0,72.0,57.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,321410,30491,1372381,220423,2225,522,687,545,3,43753,1503,184229,253910,180825,146757,89011,45341,5115,1034099,336401,210556,271140,3175,196096,41806,10001,13548,2564,983,91.0,51.0,60.0,40.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,528388,57049,2928462,620244,5006,767,4619,383,133,127331,3486,836856,424892,367405,249265,170911,119625,11970,2236842,772777,500373,549999,5421,328791,131217,44482,65323,14535,6306,96.0,55.0,65.0,44.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,131354,14882,1163804,33724,1351,1034,69,20390,41,77082,1079,185575,202692,154118,61543,32237,34658,3535,793551,265080,159666,209129,6708,145245,40139,11857,15312,2667,788,91.0,52.0,62.0,42.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,203029,99863,3537787,985070,20493,23883,3877,4975,504,582769,68506,489898,554301,552171,428121,378742,639260,52132,2678289,1161686,685258,688062,107236,560253,129383,33210,43679,7923,2546,92.0,68.0,73.0,63.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,130422,13523,815142,57454,965,389,94,234,157,42936,1316,119002,141201,131165,60400,33810,37165,3926,527067,201394,137393,157367,4536,104537,31794,8899,11462,2001,562,88.0,56.0,65.0,45.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,137174,24784,1746649,100723,1729,475,8814,4161,38,79022,2642,234774,353287,319158,230731,144516,111696,12281,1193660,402321,265638,301040,7547,204465,57849,16122,21571,4084,1365,88.0,64.0,72.0,56.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,179248,44453,2310776,216933,3179,2872,883,2056,126,281239,8726,303291,420976,344961,233264,155937,103102,10262,1600686,535738,327854,385642,19001,273054,72044,25566,33795,6257,1972,86.0,59.0,69.0,48.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,212343,118614,1769937,428555,2109,340,564,155,129,149908,2656,344570,410737,320743,256784,209493,150462,15771,1402738,467343,323260,313109,5380,177926,76849,29470,44690,10202,5018,98.0,62.0,69.0,54.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,153995,63096,2183255,1185643,10582,24912,1855,18544,236,425624,23717,412280,495861,469403,359944,254337,275076,36096,2165117,780475,451827,510035,47594,386915,102003,28894,37713,6723,2096,89.0,62.0,69.0,55.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,334372,80246,2292534,195765,2373,1133,341,701,27,145997,4447,361642,421577,340261,232189,177109,140668,17680,1590528,552177,346773,381372,6470,235797,80665,29306,44335,9941,5088,90.0,57.0,66.0,48.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,338384,88733,2488265,2248392,13157,7555,1260,2426,382,281758,11690,635957,725118,492338,296210,186311,186489,23372,3168270,988486,525574,737631,39319,580311,110215,25797,33483,5967,1719,91.0,47.0,54.0,40.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,323641,45952,2382914,1711453,6495,18601,1516,16345,60,368153,10077,826387,780470,531913,281747,148770,98691,5608,2671757,911621,544283,645420,27173,457996,123358,33548,44071,8004,2519,89.0,58.0,66.0,50.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,224192,22782,1449007,489686,3510,84787,360,138,45,83006,2870,294135,281158,240057,117838,77602,66129,9713,1320476,449673,256276,349881,7346,262977,52172,11258,14557,2574,725,89.0,52.0,61.0,42.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,96815,5516,827293,25597,358,72,32,14077,27,71612,716,142397,111276,70969,35206,21854,19109,2137,545987,204801,115608,171300,5499,130262,27706,4659,5519,723,137,98.0,46.0,57.0,35.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,386563,68642,2731351,452394,3920,1451,7795,746,43,140538,5149,427626,558350,456752,332742,238011,197846,20047,2002569,703727,492097,523892,6378,305243,119337,42824,63749,14405,6520,100.0,60.0,70.0,51.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,507882,60774,2975998,413243,3634,2424,722,397,602,247856,5184,540661,538301,477689,270775,182823,153041,15662,2116007,776583,506583,597191,12244,401983,109774,25849,34820,6641,2330,94.0,58.0,67.0,48.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,230238,54238,1073890,1181337,9201,65316,384,1307,63,131112,3847,278477,374898,171242,85117,51703,43839,3169,1576123,491164,258913,373771,14956,295265,48438,10137,12988,2163,688,91.0,45.0,52.0,37.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,273050,34032,1966892,1454052,6523,18627,1937,10208,135,404499,9699,474060,600668,431491,256510,163463,154153,10083,2228689,769736,433862,555491,26897,425406,92433,21262,27238,4667,1309,89.0,60.0,67.0,53.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,241825,28884,1300586,404410,1766,447,4393,95,35,79525,2031,341757,290532,205875,129442,86528,63506,8882,1108368,352395,250502,253488,2887,143246,59397,24175,36322,8238,3909,97.0,56.0,65.0,46.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,275192,31141,2412595,527581,4630,51090,2312,301,84,115163,3889,451571,476064,315873,158430,96308,87355,8885,1961237,652237,368743,497520,14789,366501,74807,18274,23682,4195,1213,87.0,50.0,57.0,41.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,473554,70971,3555450,893725,6579,11611,2663,1410,79,102040,3874,714304,656401,482220,221898,136383,127750,8775,2862383,1000987,588318,776437,11939,545306,124407,29131,39124,7532,2461,89.0,51.0,59.0,42.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,371261,29417,1738769,103567,3963,1649,1747,487,1907,95582,5149,306218,297226,212565,120822,82614,63846,9357,1203938,418914,237866,288821,19116,217864,61110,15940,21647,4199,1508,92.0,53.0,62.0,43.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,501634,85785,3119590,650261,4453,1629,9989,426,336,233701,5956,460210,637015,526973,306046,188848,176414,15277,2376875,828222,580164,612902,9494,350025,142503,51197,74847,16356,7294,98.0,59.0,68.0,50.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,332663,49243,2732016,363453,3574,1204,920,240,31,99466,3476,501457,512965,415378,240024,136688,101934,7173,1893706,706851,453462,548851,14029,388588,86512,21027,27502,4930,1545,91.0,57.0,65.0,49.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,182146,168764,3107681,546987,7696,3309,1146,1898,298,336056,19214,467782,608174,557052,447926,351391,281652,34841,2260457,856070,531549,500257,33976,305032,118204,47717,73989,17459,8813,91.0,65.0,72.0,58.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,10274,4312,611250,7752,1895,256,201,31,6,109876,1830,90864,120029,115810,76148,53026,37742,2263,351595,141238,128994,123666,12840,81556,17115,2655,3162,418,89,114.0,70.0,80.0,62.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,8985,2991,257509,1440,397,46,102,7,16,47083,435,38113,47788,50340,31224,20785,10900,675,147488,60569,51672,53896,3013,35989,9278,1294,1467,150,23,109.0,69.0,78.0,60.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,3845,5384,385818,4395,428,323,190,11,23,71524,899,47447,68435,67519,47703,32557,27168,2367,229715,93182,67873,72625,11202,54317,10328,1350,1536,166,20,102.0,72.0,80.0,63.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,4032,1570,249563,8693,870,336,24,28,6,37725,548,36127,48093,45766,23610,18360,15110,1317,156916,60722,41913,44945,5095,34345,7444,1250,1503,208,45,98.0,68.0,78.0,59.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,5432,6055,475105,6015,1401,260,185,13,30,95421,1344,63591,87585,90983,56591,42086,28375,2237,273494,116749,92517,94192,14522,67738,13607,1440,1573,117,16,102.0,71.0,79.0,64.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,8129,4021,609835,7374,656,290,32,91,109,117239,1366,72163,103462,95417,74008,58434,30704,2073,368324,139371,109998,114292,13655,82854,19145,3984,4848,694,170,108.0,66.0,76.0,56.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,165250,26396,1104452,372267,6064,162768,505,738,159,254802,7883,179602,302653,232381,169274,113661,111062,11786,1042614,392370,212223,255817,30144,216964,43109,9421,11879,1923,535,92.0,63.0,70.0,56.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,4387,3122,324859,3554,353,167,563,74,105,52621,602,43442,46625,47640,30901,24989,18882,981,202426,75997,51245,55125,8431,44218,9723,1844,2229,292,93,96.0,65.0,76.0,54.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,647374,61386,3033581,290450,3865,386,260,2904,260694,334670,4273,450029,545200,686924,261478,143882,133465,20379,1942335,1014764,637834,736418,10490,516864,122273,30691,38270,5902,1677,96.0,62.0,71.0,53.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,973182,124558,6008472,1599764,21220,16675,1602,1674,44968,1049943,32323,800473,1437198,1605634,698251,405935,439823,62616,4149420,2265543,1292913,1485095,136517,1198350,240020,50967,62457,9191,2299,95.0,68.0,74.0,62.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,611510,65062,2181515,1298054,10906,582,258,1152,6051,333752,5210,417769,661190,622372,245201,122865,115743,15205,2008655,952059,539463,764002,14309,607715,95683,15427,18110,2200,483,96.0,62.0,67.0,56.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,279932,32290,1232850,412788,24794,276,148,323,2786,168069,2518,247675,323965,327064,135556,63286,52345,5190,937283,465982,271423,381199,7064,300973,46022,5698,6579,763,118,96.0,65.0,70.0,59.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,66041,16579,1366681,105086,141848,2032,209240,1840,15523,297176,10943,183479,344865,402415,176129,113905,110193,12851,1031221,523288,289979,305878,48498,266477,55657,9374,11288,1511,403,97.0,71.0,77.0,66.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,181662,297774,3535844,1270641,8666,4380,1258,9699,1265,796953,30751,516323,1059842,1084155,446743,284481,304594,37027,2587164,1423304,833104,861570,140302,749571,128097,28116,35527,5753,1658,94.0,74.0,78.0,71.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,583380,111828,4574569,870204,7300,2662,1730,2160,49050,965258,31725,676265,1172797,1174912,515807,333658,380060,44252,2766489,1688206,1060821,1121201,111963,869117,167315,34000,41423,6006,1417,96.0,74.0,79.0,69.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,349672,30090,3156781,445817,186279,2994,50676,1461,23816,382500,9322,455854,765613,814395,292056,150360,129393,18916,2259507,1035449,575667,693346,77231,647052,93625,11798,13728,1629,301,95.0,65.0,70.0,58.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,12388,68438,3440290,926414,39758,13849,4771,21178,1452,927602,136618,255171,597841,820902,555529,425245,691804,89701,2025389,1433314,1014769,540172,385117,641384,112874,20397,25185,3635,1153,91.0,80.0,82.0,78.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,545759,196687,1914352,2045151,13209,747,359,639,7929,297716,5357,478902,629137,595551,238078,109719,92207,18330,2511004,955283,520122,810212,12496,645609,92422,14596,17689,2519,574,94.0,52.0,56.0,48.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,842294,466007,2359061,4707573,18102,766,348,3037,7429,541169,7951,837828,1428661,1210859,443254,230242,170051,25975,4390564,1717594,991413,1481222,21489,1204751,161887,27361,32750,4328,1061,96.0,57.0,60.0,54.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,556134,169138,3728482,1382682,33835,849,514,281,16893,623729,12787,605490,1093403,1052487,412193,236828,209562,25491,2745828,1484986,934417,1162914,31984,929744,149929,23962,28090,3386,742,95.0,67.0,71.0,64.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,492205,87560,2373120,227249,8646,622,209,3052,309029,189889,3551,299355,480046,528068,177459,91807,77621,10072,1678057,764776,484166,546915,13996,377334,97784,25976,33073,5569,1528,96.0,55.0,67.0,43.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,442328,37978,1482943,1501170,16702,477,432,1324,1622,199307,2883,402590,488047,422777,163106,73395,59457,12723,1916033,704859,385155,573488,10356,471345,60312,8186,9659,1190,283,94.0,50.0,55.0,44.0
