State,District,Latitude,Longitude,District code,Population,Male,Female,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Ownership_Owned_Households,Ownership_Rented_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,sex_ratio,literacy_rate,Male_literacy_rate,Female_literacy_rate
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,303243,44797,1634229,219991,3433,443,412,25198,166,301389,3745,242336,385986,147397,171505,115095,82319,25791,1123443,465706,299774,287059,54451,229586,54042,17545,23049,4097,1407,99.0,59.0,68.0,50.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,84108,19457,890429,92252,5368,389,272,1045,85,214253,3729,100770,168165,126285,166677,82235,51015,10741,535765,278153,176083,163974,55447,156406,30515,5347,6614,986,281,95.0,70.0,76.0,63.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,649517,60342,4038331,528412,18418,2037,1086,178310,149,808827,17560,544564,1057297,609600,532584,279583,201884,56621,2669348,1251116,857143,811672,126662,644950,146890,38909,48893,7746,2238,97.0,64.0,71.0,56.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,406092,22832,2103633,320834,14014,1029,284,8044,54,440374,9626,275785,529576,219702,203139,121453,89475,29367,1487013,617276,346905,366781,102920,338539,66300,16362,20496,3285,849,98.0,58.0,66.0,50.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,280091,18095,1289709,335184,35438,1145,30453,680,521,271439,3971,188998,474921,194233,181076,105347,54900,12885,1018195,397120,287271,278386,30830,216975,52444,11996,15020,2465,559,96.0,61.0,69.0,54.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,49859,1399,245151,1617,2709,68,1649,15,3793,12516,117,25597,22787,14170,7192,6755,3421,147,167348,63802,23927,47682,1846,35090,4836,435,506,63,8,98.0,34.0,42.0,26.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,351600,25379,1786830,369588,2433,558,374,8665,499,326594,4987,246391,430477,143199,182756,129109,96990,24569,1295274,527085,353549,338321,55083,269069,64643,21459,28159,5019,1681,96.0,57.0,66.0,49.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,126600,8873,1004553,101235,26000,182,109,4710,4,238505,4510,114570,257550,160083,177585,96470,72420,12631,564994,341380,230864,216586,41283,194153,33374,4902,5721,668,151,101.0,72.0,77.0,67.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,294337,26235,1520553,128751,3175,322,84,3778,128,307257,5711,188329,332648,196470,217567,132435,75262,22078,891230,460057,306412,298987,46758,243077,54314,10778,12905,1748,379,97.0,66.0,72.0,59.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,295873,31438,1658465,265805,5420,307,164,6417,1743,372671,7320,242130,446793,206686,269748,154781,123863,32375,1068518,538551,336173,320621,73448,285888,54132,12634,15775,2466,675,97.0,67.0,73.0,61.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,207642,16463,1390020,386834,28747,1486,715,29037,2748,347962,15013,252596,383041,185530,227113,143453,137768,34302,1017935,505688,322577,275419,87134,259494,45952,13714,17758,3053,991,97.0,70.0,76.0,65.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,200310,15485,907750,143665,3432,231,79,5993,74,198064,3373,121615,244640,112703,105150,63816,42053,12822,601578,279069,183409,175742,32788,146711,28500,8075,10233,1670,488,98.0,66.0,74.0,57.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,415267,25891,2011014,513125,8344,826,9589,4865,330,404767,9752,177860,579057,270622,290570,153746,104256,20492,1570719,604665,388935,378218,79335,321938,72477,19470,25287,4454,1363,97.0,56.0,64.0,47.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,165910,16126,1630814,120011,15611,289,623,5820,3,400702,4851,182255,354480,232531,292369,147837,103152,27774,877340,522039,375918,363138,57085,311242,54910,7365,8430,897,168,101.0,69.0,76.0,62.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,311263,20217,1281878,297927,2406,419,68,9834,702,295937,2456,240925,430529,201965,158442,84357,55310,16830,904453,426094,266586,280133,37221,229883,42560,10776,13722,2281,665,95.0,68.0,74.0,62.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,15153,1549,448986,87274,17130,139,126,250,220,113931,3308,51287,111562,75291,86232,54939,43225,8251,276918,163360,113919,93366,22511,100643,12563,1703,1952,214,35,102.0,74.0,78.0,71.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,201233,24178,1305431,199873,26722,253,150,2494,92,309494,5051,138015,289841,228422,225498,107929,71422,17961,841499,419380,274240,261316,60630,232108,44931,8177,10062,1472,413,98.0,66.0,73.0,59.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,273016,18794,1218024,161770,4081,296,85,2898,461,223166,2135,222140,357098,127605,113028,72243,43967,10431,855430,330393,202984,212484,41112,175862,36424,11419,14711,2468,824,99.0,58.0,67.0,49.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,216159,17834,1712695,77801,8506,322,299,3607,109,391033,3367,145178,309476,226552,308624,157839,102838,19987,902307,527236,375100,370797,47339,297441,56457,9232,10999,1467,300,100.0,64.0,71.0,57.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,311002,28162,2631985,290549,39361,1255,16194,14419,493,640868,28397,207091,537686,404565,452412,222230,212541,26834,1580116,865220,553705,529209,139947,498019,82418,13731,16156,2041,384,99.0,65.0,70.0,60.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,383526,19095,1634062,272022,10394,538,2265,4156,29,314547,5200,147743,385673,163709,153346,82082,50463,14622,1196670,465173,265810,300223,48296,245971,52518,14498,18639,3022,1119,100.0,51.0,60.0,42.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,246464,15087,1479424,234664,26521,400,120,9234,367,363835,8791,191641,385978,292481,251095,132138,111753,18036,913150,513297,325542,315329,77868,292771,45042,7655,9248,1284,309,100.0,72.0,77.0,67.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,352286,54523,2413812,245923,9130,477,187,5067,161,562769,7971,270373,500593,386998,423738,213588,143735,30687,1351461,760936,564196,532693,93096,441261,86767,13095,15383,1881,407,98.0,68.0,74.0,61.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,63390,10580,1009179,96740,65838,232,161,4534,155,224814,9070,142493,286193,176260,178094,109663,107279,18444,559565,340903,276234,220662,21037,156127,28839,7088,9418,1764,566,109.0,79.0,83.0,75.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,71706,35865,1460447,224545,435056,268,146,74,311,507913,28842,133039,334339,418953,573306,274789,198858,58096,891512,648522,585591,496464,24772,367040,76254,8258,8908,607,43,110.0,87.0,88.0,86.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,71391,23976,1509557,514397,1248137,860,614,1176,1083,771287,88737,212263,446380,554817,702511,389793,429880,113133,1396968,1024720,858010,689970,88824,580054,112488,11394,12193,738,61,103.0,87.0,88.0,86.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,145698,6888,541854,82206,481507,100,189,44,384,244844,8250,79149,166604,209398,261237,136428,86136,19252,494456,352163,261471,222531,26014,204760,36686,2817,2977,143,17,101.0,83.0,85.0,81.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,82988,12875,1509592,742483,262526,424,1118,193,722,511167,32653,204713,487016,491844,540383,308670,217203,40277,1187177,741984,588081,507341,28563,350621,72201,15978,20104,3317,809,114.0,85.0,86.0,84.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,38774,24496,729987,486913,87454,151,362,130,152,237670,10378,115476,268084,230416,238900,122657,76192,16585,688763,369883,246975,240351,22502,179252,33751,8442,10603,1776,385,108.0,79.0,82.0,77.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,92193,21511,1697635,508500,421598,208,272,63,619,630767,31542,172247,406592,562529,595191,307950,233402,64052,1177359,795245,660965,597009,51410,455971,83293,9101,9925,765,59,111.0,85.0,86.0,84.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,63052,18523,983598,126499,858608,204,358,83,565,464039,37849,117681,271496,373998,475724,280720,221350,52339,811653,596302,565048,434540,37276,346188,72827,5858,6177,298,21,104.0,89.0,89.0,88.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,64198,13312,1734958,1211131,131516,297,235,601,588,641660,36791,247996,564392,647221,630818,351267,250117,53166,1487644,909581,686109,638772,35910,459312,102483,21702,25527,3332,493,110.0,85.0,86.0,83.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,117405,18423,1135259,2888849,81556,205,179,68,579,730119,27909,415601,770417,814285,933793,392867,203779,41344,2406005,1041361,662311,719609,47021,482615,124797,40822,51784,9238,1724,110.0,81.0,81.0,80.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,249949,25035,1875980,812936,114397,220,238,78,400,587583,27162,249198,492864,608176,572412,232109,180540,36370,1395222,802611,608966,575878,39417,419607,85777,19925,24296,3683,688,107.0,80.0,83.0,77.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,94470,28587,2194057,452915,630573,404,301,76,1082,783872,71621,206328,460690,642470,682156,389161,381782,76129,1488441,989238,820024,727418,83983,579574,96518,12243,13652,1224,185,109.0,84.0,86.0,83.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,73941,27883,1823442,532839,757484,259,278,62,585,721625,56148,222627,445696,524387,821831,362657,338600,71535,1394214,931841,792182,683102,48702,508265,98284,16971,19542,2261,310,111.0,86.0,87.0,85.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,101630,4574,404460,234185,174453,61,312,1797,286,149864,4712,65326,144896,137227,184266,87042,51111,8786,412806,246590,157326,166448,12409,131870,25844,3484,3879,357,38,103.0,79.0,82.0,76.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,130376,7051,686524,21473,2132,606,86,1653,35434,81338,1290,113208,115716,93450,58536,42743,31646,3066,444954,193520,109813,146164,16275,119931,22871,3237,3817,492,88,98.0,58.0,67.0,49.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,122387,10559,778214,40707,635,8009,1352,15094,27,84720,619,148647,117053,62802,51499,29551,22791,3466,535410,194772,114131,162759,5484,126578,22437,4421,5473,835,217,90.0,56.0,65.0,45.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,459796,19245,1519384,38542,5295,1050,72162,4778,58064,277927,1712,290699,312640,235251,168635,126308,74213,7414,969773,453605,276799,366925,16421,289159,45934,5302,6105,693,110,102.0,67.0,74.0,61.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,267196,7451,1318869,58222,2967,2361,416,2289,263,181139,1158,157337,137116,74067,59100,42649,30754,2581,923665,302833,158594,224957,12865,164033,47993,11158,14168,2409,601,98.0,40.0,45.0,34.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,358157,11849,1505745,37590,3271,1078,9651,3759,13048,230974,2109,239114,232532,176325,140402,105696,82761,5876,938819,392728,242592,284681,23266,240032,42823,5758,6778,873,147,97.0,60.0,66.0,53.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,158266,9838,1595400,66776,973,4047,12215,19950,73,107819,1166,202629,261162,199044,140743,96011,50222,8059,1040736,399676,258588,288622,7464,184647,59575,18857,25960,5184,1919,84.0,64.0,73.0,54.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,105195,24732,1755861,525434,23432,10789,21688,25950,335,452912,40788,229082,303171,287198,211371,178165,266618,30845,1405814,625594,330291,357177,107036,365600,57282,11406,14064,2135,523,92.0,70.0,74.0,65.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,156295,8077,552526,180840,1199,1074,19883,1884,99,112420,986,107547,119468,69765,57058,42618,28237,4761,469838,181605,106034,124087,12487,102698,21817,4602,5673,869,202,95.0,54.0,60.0,48.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,238364,26390,1676918,70351,1980,968,250,10409,102,176056,1880,270951,236054,160310,112961,77787,59704,7837,1112636,394060,252417,354948,12483,268197,50366,10861,13931,2446,624,88.0,54.0,61.0,45.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,422668,14585,1923920,100692,4893,2258,24471,7830,25771,344875,3588,284113,336391,225747,215098,167946,112383,12141,1232263,535316,321977,376356,34728,316832,54328,7838,9240,1166,236,96.0,62.0,69.0,55.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,250165,67383,1186420,47966,1681,1096,119,25005,82,187731,1432,197917,217296,150040,95032,64414,41158,5260,768929,312593,181403,283661,10655,233178,23000,2799,3332,445,88,91.0,59.0,67.0,50.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,93744,6839,747693,28483,683,490,7923,453,10,97696,616,132176,131372,88949,73398,48978,34853,4262,473097,195131,118186,153252,4235,109942,23412,5506,6863,1095,262,87.0,62.0,72.0,51.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,310606,11816,1376591,174259,2355,2330,382,6497,72,270457,3518,242508,225380,149522,125772,94403,55383,4991,943954,388648,230280,278354,18785,203951,53003,13544,16709,2514,651,94.0,59.0,68.0,49.0
